Index	GT Class	Pred Class	Path	Path Probs	Num Nodes Explored	Node Backtracks
1724	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1725	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1726	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1727	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 0.9987, 0.839]	3	{}
1728	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1729	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1730	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[0.9989, 0.9997, 0.9999, 0.9997]	4	{}
1731	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9845, 0.9953, 0.7603]	4	{}
1732	9	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 0.9908]	3	{}
1733	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1734	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 0.6305]	3	{}
1735	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9992, 0.9997, 0.9997]	3	{}
1736	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1737	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1738	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9993]	4	{}
1739	0	6	['n00003553', 'n01471682']	[0.8788, 0.7729]	2	{}
1740	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1741	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[0.9988, 0.9998, 0.9976, 0.9914]	4	{}
1742	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1743	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1744	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1745	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1746	2	2	['n00003553', 'n01471682']	[0.9882, 0.9166]	2	{}
1747	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 0.9998, 0.9999]	3	{}
1748	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1749	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1750	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 0.9999]	3	{}
1751	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1752	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1753	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1754	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1755	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9997, 0.9999, 1.0]	4	{}
1756	2	2	['n00003553', 'n01471682']	[1.0, 0.6682]	2	{}
1757	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1758	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1759	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9965]	4	{}
1760	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1761	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1762	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1763	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1764	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1765	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9999, 1.0, 1.0]	4	{}
1766	6	6	['n00003553', 'n01471682']	[1.0, 0.9784]	2	{}
1767	2	2	['n00003553', 'n01471682']	[1.0, 0.9974]	2	{}
1768	2	2	['n00003553', 'n01471682']	[0.9849, 0.9949]	2	{}
1769	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1770	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1771	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1772	8	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 0.557, 0.7232]	3	{}
1773	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1774	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1775	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1776	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9999, 0.9999, 0.9999]	3	{}
1777	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1778	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1779	3	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9995]	4	{}
1780	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1781	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1782	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9986, 1.0, 1.0]	4	{}
1783	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 0.9999]	3	{}
1784	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1785	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1786	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1787	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9993]	4	{}
1788	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9987, 0.9411, 0.983, 0.9298]	4	{}
1789	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1790	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 0.9894, 0.9579]	4	{}
1791	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9642, 0.9728, 0.9252]	4	{}
1792	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1793	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1794	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1795	6	6	['n00003553', 'n01471682']	[0.9943, 0.9999]	2	{}
1796	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 0.9999]	3	{}
1797	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1798	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1799	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1800	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[0.9999, 0.9999, 1.0, 1.0]	4	{}
1801	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1802	2	2	['n00003553', 'n01471682']	[1.0, 0.9999]	2	{}
1803	2	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.5893, 0.7083, 0.893]	4	{}
1804	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.7351, 0.8482, 0.5539, 0.7621]	4	{}
1805	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 0.9999]	3	{}
1806	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 0.9999]	3	{}
1807	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1808	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1809	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1810	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1811	1	1	['n00003553', 'n03575240', 'n03791235']	[0.9998, 0.9998, 0.9994]	3	{}
1812	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9962, 0.9984, 0.967]	4	{}
1813	3	-1	['n00003553']	[]	4	{'n01886756': 1, 'n01471682': 1, 'n03575240': 1}
1814	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 0.9997]	3	{}
1815	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1816	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 0.9914, 0.9983]	4	{}
1817	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1818	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1819	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1820	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1821	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1822	7	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.999, 0.9971, 0.973, 0.9784]	4	{}
1823	0	0	['n00003553', 'n03575240', 'n03125870']	[0.7995, 0.8354, 0.9592]	3	{}
1824	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1825	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1826	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1827	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1828	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1829	1	1	['n00003553', 'n03575240', 'n03791235']	[0.9998, 1.0, 0.9999]	3	{}
1830	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9995, 1.0, 0.7927]	4	{}
1831	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1832	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1833	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1834	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1835	0	-1	['n00003553']	[]	3	{'n01471682': 1, 'n03575240': 1}
1836	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1837	9	9	['n00003553', 'n03575240', 'n03791235']	[0.9999, 0.9985, 0.9186]	3	{}
1838	6	6	['n00003553', 'n01471682']	[0.9902, 0.7581]	2	{}
1839	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1840	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 0.9993, 0.9999]	3	{}
1841	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 0.9983]	3	{}
1842	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1843	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1844	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1845	7	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 0.9998]	4	{}
1846	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1847	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1848	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1849	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1850	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 0.9715, 0.9819]	3	{}
1851	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9999, 0.9999, 1.0]	3	{}
1852	2	2	['n00003553', 'n01471682']	[0.9999, 1.0]	2	{}
1853	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1854	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1855	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1856	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1857	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1858	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 0.9454]	4	{}
1859	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1860	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1861	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1862	5	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 0.979, 0.9996]	4	{}
1863	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9991, 1.0, 1.0, 1.0]	4	{}
1864	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9998, 1.0, 1.0]	4	{}
1865	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1866	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1867	6	6	['n00003553', 'n01471682']	[1.0, 0.9999]	2	{}
1868	2	2	['n00003553', 'n01471682']	[1.0, 0.976]	2	{}
1869	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1870	2	2	['n00003553', 'n01471682']	[1.0, 0.9997]	2	{}
1871	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9999]	4	{}
1872	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1873	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1874	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1875	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1876	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1877	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1878	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[0.9998, 0.9999, 0.9999, 1.0]	4	{}
1879	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1880	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1881	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1882	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1883	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9985, 0.997, 0.9828]	4	{}
1884	7	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9998, 1.0, 1.0]	4	{}
1885	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9991, 0.9999, 0.9996]	4	{}
1886	8	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9839, 0.9695, 0.9857, 0.9865]	4	{}
1887	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9977]	4	{}
1888	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1889	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 0.9999]	3	{}
1890	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1891	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1892	6	6	['n00003553', 'n01471682']	[1.0, 0.9998]	2	{}
1893	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1894	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1895	8	-1	['n00003553']	[]	5	{'n02075296': 1, 'n01886756': 1, 'n01471682': 1, 'n03575240': 1}
1896	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 0.9999, 1.0]	3	{}
1897	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 0.946]	3	{}
1898	0	-1	['n00003553']	[]	5	{'n03791235': 1, 'n03125870': 1, 'n03575240': 1, 'n01471682': 1}
1899	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9999, 1.0, 1.0]	4	{}
1900	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1901	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1902	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9997, 0.9998, 0.9999]	3	{}
1903	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1904	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1905	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.5373, 0.6601, 0.5657]	4	{}
1906	9	9	['n00003553', 'n03575240', 'n03791235']	[0.9989, 0.997, 0.9934]	3	{}
1907	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1908	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9924]	4	{}
1909	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9965, 0.7744, 0.6382]	4	{}
1910	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 0.9998]	4	{}
1911	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9823, 1.0, 1.0]	4	{}
1912	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1913	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 0.9999]	3	{}
1914	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1915	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1916	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1917	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1918	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1919	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9718, 0.9977, 0.9974]	4	{}
1920	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1921	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1922	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1923	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1924	9	-1	['n00003553']	[]	4	{'n01886756': 1, 'n01471682': 1, 'n03575240': 1}
1925	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1926	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1927	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1928	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[0.9997, 0.9996, 0.9984, 0.9979]	4	{}
1929	2	2	['n00003553', 'n01471682']	[1.0, 0.9893]	2	{}
1930	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1931	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1932	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1933	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9992]	4	{}
1934	7	0	['n00003553', 'n03575240', 'n03125870']	[0.3787, 0.6002, 0.7356]	4	{'n01471682': 1}
1935	6	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9863, 0.9837, 0.9821]	4	{}
1936	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9999, 1.0, 0.9998]	4	{}
1937	1	1	['n00003553', 'n03575240', 'n03791235']	[0.9776, 0.9856, 0.7654]	3	{}
1938	8	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 0.8276]	3	{}
1939	6	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9728, 0.9667, 0.8661, 0.8396]	4	{}
1940	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1941	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1942	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1943	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1944	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 0.9956, 0.9989]	4	{}
1945	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 0.6517]	4	{}
1946	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1947	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9999, 1.0, 1.0]	4	{}
1948	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1949	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9997, 0.9999, 1.0]	3	{}
1950	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.9766, 0.9507, 0.8745]	4	{}
1951	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 0.9999, 1.0]	4	{}
1952	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1953	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1954	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1955	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1956	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1957	3	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[0.9139, 0.9728, 0.9847, 0.9516]	4	{}
1958	6	6	['n00003553', 'n01471682']	[1.0, 0.9998]	2	{}
1959	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9999, 0.9999, 0.9997]	3	{}
1960	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1961	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 0.9997, 0.9998]	4	{}
1962	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1963	2	2	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1964	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1965	0	0	['n00003553', 'n03575240', 'n03125870']	[0.9999, 0.9993, 0.9999]	3	{}
1966	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1967	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 1.0]	4	{}
1968	8	8	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1969	1	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 0.9999]	3	{}
1970	1	1	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1971	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 0.9999, 0.9975]	4	{}
1972	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1973	0	0	['n00003553', 'n03575240', 'n03125870']	[1.0, 1.0, 1.0]	3	{}
1974	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1975	6	6	['n00003553', 'n01471682']	[0.9994, 0.9999]	2	{}
1976	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.876]	4	{}
1977	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1978	6	6	['n00003553', 'n01471682']	[0.9997, 1.0]	2	{}
1979	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 0.999, 1.0, 0.9999]	4	{}
1980	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1981	3	3	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 1.0]	4	{}
1982	6	6	['n00003553', 'n01471682']	[1.0, 1.0]	2	{}
1983	8	8	['n00003553', 'n03575240', 'n03125870']	[0.8614, 0.8088, 0.9052]	3	{}
1984	7	7	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 1.0, 1.0, 0.9999]	4	{}
1985	6	6	['n00003553', 'n01471682']	[1.0, 0.9923]	2	{}
1986	4	4	['n00003553', 'n01471682', 'n01886756', 'n02370806']	[1.0, 0.9999, 1.0, 0.9999]	4	{}
1987	9	9	['n00003553', 'n03575240', 'n03791235']	[1.0, 1.0, 1.0]	3	{}
1988	5	5	['n00003553', 'n01471682', 'n01886756', 'n02075296']	[1.0, 1.0, 1.0, 0.9999]	4	{}
1989	6	6	['n00003553', 'n01471682']	[1.0, 0.9998]	2	{}
