Index	GT Class	Pred Class	Path	Path Probs	Num Nodes Explored	Node Backtracks
568	45	45	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n01976146']	[1.0, 0.9888, 0.9949, 0.4569, 0.6691, 0.9895, 0.9935, 0.9998, 0.9998]	9	{}
569	36	32	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n02512053', 'n02552171']	[1.0, 0.9911, 0.9945, 0.9663, 0.9615, 0.9874, 0.6761, 0.8753, 0.9016]	9	{}
570	36	36	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02329401']	[1.0, 1.0, 0.9999, 0.9981, 0.9935, 0.9996, 0.9991, 0.9991, 0.9983, 0.9985]	10	{}
571	68	68	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939']	[0.9999, 0.9996, 1.0, 1.0, 1.0]	5	{}
572	1	-1	['n00001740']	[]	7	{'n00004475': 1, 'n00021939': 1, 'n00003553': 1, 'n00002684': 1, 'n00001930': 1, 'n00002137': 1}
573	2	98	['n00001740', 'n00001930', 'n00007846', 'n09605289']	[1.0, 1.0, 0.9193, 0.7318]	4	{}
574	99	79	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661']	[0.9983, 0.9236, 0.9474, 0.7751, 0.8873, 0.9912, 0.895, 0.2486]	9	{'n01976146': 1}
575	9	69	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03100490']	[1.0, 0.9998, 0.9927, 0.9993, 0.1316, 0.9384, 0.4635]	8	{'n04341686': 1}
576	65	43	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296', 'n02127808']	[1.0, 1.0, 1.0, 1.0, 0.9368, 0.9715, 0.9943, 0.9818, 0.4323, 0.9684, 0.9802]	11	{}
577	38	38	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01874434']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	9	{}
578	58	58	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211', 'n04170037', 'n03791235']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	10	{}
579	96	96	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13104059']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9992]	8	{}
580	38	77	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661']	[1.0, 0.9725, 0.9916, 0.9976, 0.9978, 0.685, 0.9985]	7	{}
581	87	87	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240']	[1.0, 1.0, 0.9999, 0.9986, 0.9971, 0.9994]	6	{}
582	82	82	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n11669921']	[1.0, 1.0, 0.9999, 1.0, 1.0, 1.0, 1.0]	7	{}
583	22	22	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03183080']	[1.0, 1.0, 1.0, 1.0, 0.9138, 0.7254, 0.9994]	7	{}
584	83	0	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n07705931']	[1.0, 1.0, 0.9998, 0.9967, 0.9998]	5	{}
585	41	41	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240']	[1.0, 0.9997, 0.9992, 0.9892, 0.9823, 1.0]	6	{}
586	7	92	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586']	[1.0, 1.0, 1.0, 1.0, 0.9994, 0.6683]	6	{}
587	12	89	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211', 'n04170037']	[0.9729, 0.944, 0.857, 0.9466, 0.7527, 0.8544, 0.9552, 0.9842, 0.6856]	9	{}
588	10	10	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04531098']	[1.0, 0.9975, 0.997, 0.9998, 0.9996, 0.9913, 0.998, 0.9988]	8	{}
589	35	35	['n00001740', 'n00001930', 'n00007846', 'n09605289']	[1.0, 0.9999, 1.0, 0.9985]	4	{}
590	44	-1	['n00001740']	[]	9	{'n01471682': 1, 'n00015388': 1, 'n00004475': 1, 'n00003553': 1, 'n00002684': 1, 'n00020827': 1, 'n00001930': 1, 'n00002137': 1}
591	81	81	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211', 'n04170037']	[1.0, 1.0, 1.0, 1.0, 0.8917, 0.972, 0.9685, 0.9921, 0.7066]	9	{}
592	91	91	['n00001740', 'n00001930', 'n00020827']	[1.0, 1.0, 1.0]	3	{}
593	56	56	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13104059']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	8	{}
594	9	9	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04531098']	[1.0, 1.0, 1.0, 0.9977, 0.9995, 0.8342, 1.0, 1.0]	8	{}
595	24	7	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n02159955']	[1.0, 1.0, 1.0, 0.9988, 0.9968, 0.9737, 0.997, 0.9936, 0.9792]	9	{}
596	3	6	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n02159955']	[1.0, 0.9978, 0.9978, 0.9959, 0.9997, 0.58, 0.9605, 0.5822, 0.9994]	9	{}
597	30	73	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n02512053', 'n01482071']	[1.0, 1.0, 0.9999, 0.9999, 0.9999, 0.9984, 0.9994, 0.6619, 0.9941]	9	{}
598	1	-1	['n00001740']	[]	12	{'n01471682': 1, 'n01905661': 1, 'n00015388': 1, 'n11669921': 1, 'n13083586': 1, 'n00004475': 1, 'n00003553': 1, 'n00002684': 1, 'n00007846': 1, 'n00001930': 1, 'n00002137': 1}
599	39	39	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03183080']	[1.0, 0.7529, 0.9437, 0.9193, 0.9916, 0.9763, 0.9902]	7	{}
600	98	2	['n00001740', 'n00001930', 'n00007846']	[1.0, 0.9993, 0.0297]	4	{'n09605289': 1}
601	72	72	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02062017']	[1.0, 0.6611, 0.9624, 0.9934, 0.9993, 0.9997, 0.249, 0.8681, 0.9946, 0.9736]	12	{'n02552171': 1, 'n02512053': 1}
602	83	83	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13112664']	[1.0, 1.0, 1.0, 0.9811, 0.9931, 0.9998, 0.9999, 1.0]	8	{}
603	80	-1	['n00001740']	[]	11	{'n01886756': 1, 'n01861778': 1, 'n01471682': 1, 'n00015388': 1, 'n00004475': 1, 'n00003553': 1, 'n00002684': 1, 'n00007846': 1, 'n00001930': 1, 'n00002137': 1}
604	43	49	['n00001740', 'n00001930', 'n00002684']	[1.0, 0.9978, 0.0016]	11	{'n02127808': 1, 'n02075296': 1, 'n01886756': 1, 'n01861778': 1, 'n01471682': 1, 'n00015388': 1, 'n00004475': 1, 'n00003553': 1}
605	84	84	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725']	[1.0, 0.9074, 0.9565, 0.985, 0.9974, 0.9999, 1.0]	7	{}
606	66	66	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296']	[0.9856, 0.9881, 0.9983, 0.9981, 0.999, 0.9996, 0.9355, 0.9894, 0.8604, 0.9987]	10	{}
607	4	4	['n00001740', 'n00001930', 'n00020827']	[1.0, 0.9836, 0.9961]	3	{}
608	64	64	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01874434']	[1.0, 0.9608, 0.9995, 0.9994, 0.9994, 0.9995, 1.0, 0.9918, 1.0]	9	{}
609	77	77	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661']	[1.0, 0.9908, 0.9792, 0.9841, 0.9706, 0.9988, 1.0]	7	{}
610	98	-1	['n00001740']	[]	10	{'n01905661': 1, 'n00015388': 1, 'n00004475': 1, 'n00021939': 1, 'n00003553': 1, 'n00002684': 1, 'n00007846': 1, 'n00001930': 1, 'n00002137': 1}
611	82	82	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n11669921']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	7	{}
612	81	81	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211', 'n04170037']	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9108, 0.9462, 0.9718, 0.9985]	9	{}
613	20	20	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725', 'n04161981']	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9975, 0.9997, 0.9996]	8	{}
614	0	0	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n07705931']	[1.0, 1.0, 0.9996, 1.0, 1.0]	5	{}
615	48	48	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211', 'n04170037', 'n03791235']	[1.0, 1.0, 1.0, 0.9878, 0.9993, 0.9951, 0.9953, 0.9945, 0.9969, 0.9985]	10	{}
616	46	35	['n00001740', 'n00001930', 'n00007846', 'n09605289']	[1.0, 1.0, 0.9996, 0.9474]	4	{}
617	33	-1	['n00001740']	[]	5	{'n00007846': 1, 'n00002684': 1, 'n00001930': 1, 'n00002137': 1}
618	22	22	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03183080']	[1.0, 0.9999, 1.0, 1.0, 0.6328, 0.9982, 0.9998]	7	{}
619	13	13	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03100490', 'n04019101']	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9647, 0.9961, 1.0]	8	{}
620	17	49	['n00001740', 'n00001930', 'n00002684']	[1.0, 1.0, 0.9997]	3	{}
621	39	39	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03183080']	[1.0, 1.0, 0.9999, 0.9716, 0.9514, 1.0, 1.0]	7	{}
622	76	76	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n04341686', 'n02913152']	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9999, 1.0]	7	{}
623	0	0	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n07705931']	[1.0, 0.9999, 0.9992, 0.9964, 1.0]	5	{}
624	17	17	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n04341686']	[1.0, 1.0, 1.0, 0.9987, 0.9996, 1.0]	6	{}
625	64	4	['n00001740', 'n00001930', 'n00020827']	[1.0, 0.8173, 0.9943]	3	{}
626	48	48	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211', 'n04170037', 'n03791235']	[1.0, 0.9993, 0.9994, 1.0, 1.0, 0.9993, 1.0, 1.0, 1.0, 0.9997]	10	{}
627	90	-1	['n00001740']	[]	12	{'n01886756': 1, 'n01861778': 1, 'n01471682': 1, 'n00015388': 1, 'n00004475': 1, 'n00021939': 1, 'n00003553': 1, 'n00002684': 1, 'n00007846': 1, 'n00001930': 1, 'n00002137': 1}
628	93	93	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01661091']	[1.0, 0.9768, 0.9928, 0.9979, 0.9946, 0.9641, 1.0, 0.9999]	8	{}
629	82	82	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n11669921']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	7	{}
630	75	75	['n00001740', 'n00002137']	[0.9944, 0.9962]	2	{}
631	96	51	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475']	[1.0, 1.0, 0.9999, 0.9998, 0.0265]	6	{'n13083586': 1}
632	97	97	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296', 'n02083346']	[1.0, 0.9995, 1.0, 0.9983, 0.9988, 0.9988, 0.9995, 0.9996, 0.9987, 0.9999, 1.0]	11	{}
633	3	3	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296']	[1.0, 0.9989, 0.9975, 0.9872, 0.9541, 0.9266, 0.9895, 0.9881, 0.5641, 0.9973]	10	{}
634	83	62	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n11669921']	[1.0, 0.9998, 0.9992, 0.9614, 0.9992, 0.9895, 0.9989]	7	{}
635	60	60	['n00001740', 'n00001930', 'n00002684']	[0.9955, 0.9871, 0.996]	3	{}
636	61	61	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939']	[1.0, 0.9876, 0.9999, 0.578, 0.9245]	5	{}
637	32	32	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n02512053', 'n02552171']	[1.0, 0.9996, 0.9996, 0.9999, 0.9997, 1.0, 1.0, 1.0, 1.0]	9	{}
638	26	26	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n01976146']	[1.0, 0.9998, 0.9999, 0.7044, 0.8919, 0.9177, 0.9388, 1.0, 0.9999]	9	{}
639	84	84	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725']	[1.0, 0.9997, 0.9987, 0.6629, 0.4022, 0.9475, 0.8567]	7	{}
640	41	-1	['n00001740']	[]	11	{'n01861778': 1, 'n01471682': 1, 'n00015388': 1, 'n00004475': 1, 'n00021939': 1, 'n00003553': 1, 'n00002684': 1, 'n00007846': 1, 'n00001930': 1, 'n00002137': 1}
641	12	12	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n04341686']	[1.0, 0.9992, 0.9984, 0.5679, 0.999, 0.9998]	6	{}
642	85	85	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211', 'n04170037']	[1.0, 1.0, 1.0, 1.0, 0.9999, 1.0, 1.0, 1.0, 1.0]	9	{}
643	12	86	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240']	[1.0, 1.0, 1.0, 0.9997, 0.9025, 0.9597]	6	{}
644	8	8	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211']	[1.0, 0.9883, 0.8366, 0.9992, 1.0, 1.0, 1.0, 1.0]	8	{}
645	82	82	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n11669921']	[1.0, 1.0, 0.8471, 0.9362, 0.9993, 0.9998, 0.8793]	7	{}
646	72	93	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01661091']	[1.0, 0.6959, 0.9262, 0.4366, 0.7472, 0.8953, 0.7839, 0.7297]	10	{'n03575240': 1, 'n00021939': 1}
647	94	94	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	7	{}
648	7	-1	['n00001740']	[]	5	{'n00002684': 1, 'n00020827': 1, 'n00001930': 1, 'n00002137': 1}
649	22	22	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03183080']	[1.0, 1.0, 1.0, 1.0, 0.9999, 0.7715, 0.9976]	7	{}
650	15	15	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02394477']	[1.0, 0.9987, 0.9945, 0.9955, 0.9969, 0.9986, 0.9979, 0.999, 1.0, 0.9999]	10	{}
651	66	66	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296']	[1.0, 0.9999, 0.9994, 0.993, 0.9961, 0.9926, 0.9985, 0.9987, 0.9999, 0.9582]	10	{}
652	89	89	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503', 'n04576211', 'n04170037']	[1.0, 0.9999, 0.9999, 1.0, 1.0, 0.9975, 0.9991, 0.9997, 0.9997]	9	{}
653	97	97	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296', 'n02083346']	[0.9997, 0.9974, 0.9875, 0.6551, 0.7491, 0.9143, 0.9882, 0.959, 0.6956, 0.998, 0.9976]	11	{}
654	19	19	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02394477']	[1.0, 1.0, 1.0, 1.0, 0.9997, 1.0, 1.0, 1.0, 0.9976, 1.0]	10	{}
655	0	-1	['n00001740']	[]	6	{'n00002684': 1, 'n00007846': 1, 'n00020827': 1, 'n00001930': 1, 'n00002137': 1}
656	19	19	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02394477']	[1.0, 0.9996, 0.9992, 0.9913, 0.9956, 0.1321, 0.4895, 0.7103, 0.9986, 0.8018]	12	{'n01767661': 1, 'n01905661': 1}
657	5	71	['n00001740', 'n00001930']	[1.0, 0.0041]	5	{'n00002684': 1, 'n00007846': 1, 'n00020827': 1}
658	56	56	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13104059']	[0.9981, 0.9617, 0.9239, 0.9587, 0.7639, 0.7236, 0.8711, 0.9557]	8	{}
659	36	23	['n00001740', 'n00001930']	[1.0, 0.0]	13	{'n01886756': 1, 'n01861778': 1, 'n01471682': 1, 'n01905661': 1, 'n00015388': 1, 'n00004475': 1, 'n00021939': 1, 'n00003553': 1, 'n00002684': 1, 'n00007846': 1, 'n00020827': 1}
660	45	45	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n01976146']	[0.9998, 0.9934, 0.9964, 0.7797, 0.9198, 0.9996, 0.9995, 0.9877, 0.9994]	9	{}
661	1	1	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n02512053']	[1.0, 1.0, 1.0, 0.9997, 0.9998, 0.9987, 1.0, 1.0]	8	{}
662	94	94	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725']	[1.0, 1.0, 1.0, 1.0, 0.9998, 0.9999, 1.0]	7	{}
663	66	32	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n02512053', 'n02552171']	[1.0, 0.9976, 0.9971, 0.9976, 0.9874, 0.9892, 0.2659, 0.6373, 0.7237]	11	{'n01886756': 1, 'n01861778': 1}
664	86	87	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240']	[1.0, 0.9998, 0.9997, 0.9997, 0.9995, 0.7525]	6	{}
665	82	82	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n11669921']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	7	{}
666	17	17	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n04341686']	[1.0, 1.0, 1.0, 0.9932, 0.9977, 1.0]	6	{}
667	64	64	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01874434']	[0.9999, 0.9791, 0.9551, 0.9414, 0.992, 0.9971, 0.9977, 0.9998, 1.0]	9	{}
668	99	84	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725']	[1.0, 1.0, 1.0, 0.8609, 0.8563, 0.6224, 0.707]	7	{}
669	34	55	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296']	[1.0, 0.9998, 0.9962, 0.9999, 0.9999, 0.9991, 0.9984, 0.5358, 0.9449, 0.1594]	11	{'n02083346': 1}
670	30	30	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n02512053', 'n02552171']	[1.0, 0.9993, 0.9989, 0.9924, 0.9835, 0.983, 0.9882, 0.9877, 0.9672]	9	{}
671	73	12	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n04341686']	[1.0, 1.0, 0.9834, 0.1023, 0.9142, 0.5421]	7	{'n00004475': 1}
672	83	83	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586', 'n13103136', 'n13112664']	[1.0, 1.0, 1.0, 0.9967, 1.0, 1.0, 1.0, 1.0]	8	{}
673	6	77	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661']	[1.0, 0.9107, 0.9933, 0.989, 0.9877, 0.9918, 0.9994]	7	{}
674	1	91	['n00001740', 'n00001930', 'n00020827']	[1.0, 0.5689, 0.719]	3	{}
675	28	28	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03094503']	[1.0, 1.0, 1.0, 1.0, 1.0, 0.9972, 1.0]	7	{}
676	77	77	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661']	[1.0, 0.9919, 0.9903, 0.9752, 0.9812, 0.96, 0.9966]	7	{}
677	91	91	['n00001740', 'n00001930', 'n00020827']	[1.0, 1.0, 1.0]	3	{}
678	74	27	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01661091', 'n01661818']	[1.0, 0.7942, 0.821, 0.8517, 0.7723, 0.7367, 0.9195, 0.8979, 0.4442]	9	{}
679	68	68	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939']	[1.0, 1.0, 0.9974, 0.9844, 0.9999]	5	{}
680	14	14	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n02159955']	[1.0, 1.0, 1.0, 0.9925, 0.9939, 0.9998, 1.0, 1.0, 0.9995]	9	{}
681	14	14	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n02159955']	[1.0, 1.0, 1.0, 0.9936, 0.9981, 1.0, 1.0, 1.0, 1.0]	9	{}
682	1	91	['n00001740', 'n00001930', 'n00020827']	[0.9981, 0.999, 0.9999]	3	{}
683	92	0	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n07705931']	[1.0, 1.0, 1.0, 0.5084, 0.9844]	5	{}
684	97	97	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296', 'n02083346']	[1.0, 1.0, 1.0, 0.9997, 0.9997, 0.9997, 0.9602, 0.981, 0.9932, 1.0, 1.0]	11	{}
685	45	45	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n01976146']	[1.0, 1.0, 1.0, 0.9992, 0.9972, 1.0, 1.0, 1.0, 1.0]	9	{}
686	7	7	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01905661', 'n01767661', 'n02159955']	[1.0, 1.0, 1.0, 0.9977, 0.9838, 0.8053, 0.9989, 0.9976, 0.8889]	9	{}
687	21	21	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756']	[1.0, 0.9999, 1.0, 1.0, 1.0, 1.0, 0.9984, 0.9994, 1.0]	9	{}
688	37	49	['n00001740', 'n00001930', 'n00002684']	[1.0, 1.0, 0.9603]	3	{}
689	32	32	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n02512053', 'n02552171']	[1.0, 0.9989, 0.9801, 0.9426, 0.9937, 0.7975, 0.9988, 0.9996, 1.0]	9	{}
690	73	-1	['n00001740']	[]	10	{'n01471682': 1, 'n01905661': 1, 'n00015388': 1, 'n00004475': 1, 'n00003553': 1, 'n00002684': 1, 'n00020827': 1, 'n00001930': 1, 'n00002137': 1}
691	88	88	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756', 'n02075296', 'n02127808']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	11	{}
692	86	86	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240']	[1.0, 0.9999, 1.0, 0.9996, 0.9999, 1.0]	6	{}
693	92	92	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n13083586']	[1.0, 1.0, 1.0, 1.0, 0.9995, 0.9995]	6	{}
694	14	-1	['n00001740']	[]	10	{'n01767661': 1, 'n01905661': 1, 'n00015388': 1, 'n00004475': 1, 'n00003553': 1, 'n00002684': 1, 'n00020827': 1, 'n00001930': 1, 'n00002137': 1}
695	86	61	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939']	[1.0, 0.9973, 0.9896, 0.9889, 0.7784]	5	{}
696	74	74	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01861778', 'n01886756']	[1.0, 0.9857, 0.9819, 0.9897, 0.9844, 0.922, 0.6792, 0.244, 0.3414]	10	{'n01874434': 1}
697	25	25	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00021939', 'n03575240', 'n03405725', 'n04161981']	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	8	{}
698	93	67	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n02512053', 'n01482071']	[1.0, 0.7685, 0.9973, 0.958, 0.9522, 0.989, 0.9442, 0.6354, 0.6727]	9	{}
699	78	78	['n00001740', 'n00001930', 'n00002684', 'n00003553', 'n00004475', 'n00015388', 'n01471682', 'n01661091', 'n01661818']	[1.0, 1.0, 1.0, 0.9248, 0.9951, 0.9795, 0.9967, 0.9958, 0.9979]	9	{}
